title,review_text,review_date,reviewer_name,review_score
nightmare_on_elm_street_2010,To predictable. Not that scary. Just boring.,"Oct 5, 2023",Brad H,1
nightmare_on_elm_street_2010,"So so much wrong with this film, but I'll give you my top 3:
I love Katie Cassidy but who convinced her that she could play an 18 year old girl?
Freddie coming through the wall in the original was fantastic. It's been replaced by really awful and obvious cgi.
And finally,  someone please tell me why Freddie looks like a horribly burned Teenage Mutant Ninga Turtle.
Disappointing. Avoid at all costs.","Oct 3, 2023",Heather  S,0
nightmare_on_elm_street_2010,"Eu Gostei Muito do Filme não fui pela nota da critica, Mais entendo Que A História em certos pontos poderia ser mais explorada, E Os Personagens poderiam ter vivido mais tempo, Mais A Origem Do Freedy Nesse Filme foi Muito Boa, E Também poderiam ter aproveitando mais alguns personagens","Oct 1, 2023",Luan S,3
nightmare_on_elm_street_2010,This remake is ok but doesn't touch the original.  Robert Englund is the real Freddie.,"Sep 21, 2023",Tony M,2
nightmare_on_elm_street_2010,"All that gore would've been so much more enjoyable, if they'd kept the original origin story of Freddy. Yes, a child predator is the worst nightmare of every parent, but a serial killer of children that made a deal with the devil to keep going his killing spree in the afterlife just takes the cake and is even more of a nightmare tbh.
So, no matter how good the special effects and gore are, if the killer isn't believable, it's just not scary. And might I add, gore also doesn't replace good directing! 

I should clarify though that I have not seen the original, I just did my research. But I have the feeling that I don't have to watch the original to know that this reboot was a miserable attempt on trying make something better that was probably already perfect. 
With that said, I'm gonna try to find the original now.","Sep 2, 2023",MA k,2
nightmare_on_elm_street_2010,Such a terrible rendition. Two burnt thumbs down.,"Aug 30, 2023",Jamie M,0
nightmare_on_elm_street_2010,"A disjointed, exhausting, passionless, and painful attempt at remaking the original classic. It feels like the makers of this feature yearned to make a 'Friday the 13th' rather than this. The actors are practically sleepwalking through this film of dark and blurred colours as well as a brand-new design for good ol' Freddy Krueger being present. The brilliantly simple yet effective special effects of the original that really made you feel like you are in a nightmare are traded in for shameless CG makeovers that can't fool anybody with even the simplest understanding of computer technology. Wes Craven would be ashamed at this shallow attempt to grasp for people's nostalgia with a franchise that is on its last legs even without this misfire.","Aug 27, 2023",Teddy B,0
nightmare_on_elm_street_2010,"I am a huge Fred Head. The original is my favorite movie of all time. I loved this remake. An absolute fresh take with the balls to take the franchise is a much darker direction. I loved the twist how he was almost innocent. I liked they went down the dark alley's they traversed. Good gore. Mostly good special effects, except the wall shot ugh, and damn fine acting. A fantastic film all the way around.","Aug 19, 2023",Stephanie T,5
split_2017,"Stupid plot, unrealistic scenario, not really interesting acting","Apr 6, 2024",Willem v,2
split_2017,Professor X’s magnificent performance,"Apr 6, 2024",Reviewer not found,5
split_2017,There are enough reviews on the storyline - it's 100% worth a watch for James' performance alone. End of story.,"Apr 4, 2024",Devin H,4
split_2017,"A movie that keeps you on your toes and in suspense just as the protagonist of the film experience. A film with my own personal favorite ""Shyamalan twist"" at the end. It was a breath of fresh air at the time of it's original release. Still holds up today. Also a film with a hard to watch scene included. Not many, if any films do that for me.","Apr 4, 2024",Lennon  B,4
split_2017,"I'm returning to rewatch since it's on Netflix but my first impression of the movie years ago was it was somewhat interesting, somewhat silly, and way overacted. 

EDIT: It's better than I remembered. B-minus for McAvoy's acting, but it was a tough role, and the rest of the actors were really great. Where the movie really excels though characteristic of M. Night movies is in the mood setting and cinematography. The plot is pretty good too, unpredictable and fun if you buy into the premise.","Apr 3, 2024",Peter F,4
split_2017,Great movie great production great acting,"Apr 3, 2024",Scams N,4
split_2017,"I couldn't decide if the main character was overacting or was simply unable to pull off the intensity of the script or if that intensity was way too much and suddenly sounding extremely pretentious and overdone.  But one way or another there was a definite problem that set in at the end of the movie, in the form of some seriously  in-love-with-itself, melodramatic, scriptwriting - the kind of scriptwriting that makes the actor saying these lines, or rather bellowing them, look like an idiot.  I mean were these writers trying to compete with Shakespeare because, if that was the case, they need to recognize their limitations in order to avoid looking like damn fools.  At any rate, because of this major gaff (and one glance at the end of the movie will amply demonstrate what I'm talking about), I was glad when it was over which distinguishes this one from the really good movies, because when the really good ones are over it leaves me wanting more.","Apr 1, 2024",diane S,3
split_2017,If you want a masterclass in acting watch this film. I salute actors who can portray a character and be 100% believable but McAvoy nails multiple in this movie often transforming character to character in the moment. This is easily in my top 10 movies but McAvoy's performance in this movie is one of the best I've seen period.,"Mar 17, 2024",David H,5
split_2017,"Watched this movie almost immediately after I finished unbreakable, god damn this was great, I love how multiple Personality disorder is used in the movie to introduce us to multiple different characters, I also loved Anya Taylor-joys acting in this movie as the main character and she really makes you root for her escape, highly recommend 10/10","Mar 3, 2024",Aux R,5
split_2017,"A great film in witch it is about multiple personality disorder pared with a crime and horror elements. A special mix witch works perfect. Something you‘ve never seen bevore. Extremely thrilling and nerve-wracking. But towards the end, it turnes to supernatural. It ruins the serius and realistic part bevore, witch is sad. Otherwhise this film would be mutch better.","Feb 29, 2024",Pallas K,4
split_2017,The main character is really scary because of his illness and the actor did an excellent job of capturing the role. The whole movie has great pacing and the storytelling is on point.,"Feb 26, 2024",Kalle A,5
split_2017,Imagine being this unaware about mental illness and still getting money to make a movie AND NO ONE STOPS YOU what a fucking joke,"Feb 20, 2024",Casper L,0
split_2017,Good way to introduce the Beast. I quite enjoy the film in the end,"Feb 18, 2024",HUY T,4
split_2017,Eu acreditei em cada personagem e torci por uma redenção. Deu pra perceber o sofrimento e a motivação de cada atitude. McAvoy se entregou totalmente.,"Feb 15, 2024",M. V,5
split_2017,I thought the movie was great!,"Feb 2, 2024",Matt D,4
split_2017,The themes are much more tolerable with help from leading lady. Vulnerable and likeable which ties together the finale well.,"Feb 2, 2024",Howard H,3
split_2017,this is my alter ego Anita Maxween,"Jan 8, 2024",Nhien T,4
split_2017,"Great movie! I was impressed at the switching between personalities, and this idea of evolving to be stronger rather than being broken out of tragedy  was such an interesting concept. I wonder what that might mean for the surviving victim who made it at the end. I was sad to see her returned to her uncle, though. Maybe she will defend herself. Anyway, great movie, great performances. I'd watch this many times over.","Jan 7, 2024",Kitkat M,5
split_2017,"This is a great thriller, keeps you guessing what will happen next.","Nov 29, 2023",Johnny T,5
split_2017,Je retombe dessus aujourd'hui et j'en ai de vagues souvenirs. Mais il semble qu'il est cool.,"Nov 19, 2023",David C,3
the_autopsy_of_jane_doe,"Really good!! But would've wanted the sheriff to find like a memory card from the camera,  that would have made this movie a 5/5⭐️","Apr 5, 2024",Milla F,4
the_autopsy_of_jane_doe,Very disturbing with some good jumpscares,"Apr 3, 2024",Joshua F,3
the_autopsy_of_jane_doe,If you like chills and the creeps..this is your movie. I watch a lot of horror and suspense and this was one of the best.,"Apr 2, 2024",Chris D,5
the_autopsy_of_jane_doe,"The Autopsy of Jane Doe is an incredibly creepy movie.

With great performances by the two leads and the atmosphere gradually ratcheting up to an incredible conclusion, a must see for those who like a slowly building, chilling story.

Highly recommended.","Apr 1, 2024",Craig B,4
the_autopsy_of_jane_doe,"I loved every moment of it. Only critique I have is that there were a few too many cheap jumpscares. Other than that, I don't have anything bad to say!","Mar 28, 2024",C,4
the_autopsy_of_jane_doe,"Not sure how anyone can call this a ‘slow burn' once things get going, they REALLY get going. 

It's one of those movies that leave you feeling consistently uncomfortable, almost to the point of wanting to turn it off - rather than just throwing in occasional jump scares. This degree of fear/discomfort is something I've only felt from one other horror movie. 

Half of me tries to seek out movies with this kind of quality scares, where the other half feels like it's too much. 

So if you like horror movies that give you that constant, edge of your seat fear, this is the movie for you! 

Really interesting plot too.","Mar 28, 2024",M A,5
the_autopsy_of_jane_doe,"It's a slow burning horror thriller that really thrives off the excellent work of its ensemble cast - Brian Cox and Emile Hirsch are excellent as father and son, while Olwen Kelly as Jane Doe is surprisingly masterful as a corpse. The ending is a bit meh, but as horror movies go, it's worth a watch.","Mar 28, 2024",Tris X,4
the_autopsy_of_jane_doe,AWFUL! Have zero good things to say about this.,"Mar 26, 2024",Glenn T,1
the_autopsy_of_jane_doe,Amazing its definitely a must watch every thing plays out perfectly till the end,"Mar 24, 2024",Eusayboy,5
the_autopsy_of_jane_doe,Movie has a garbage ending. Feels like it was written by an emo that enjoys movies where everyone dies.,"Mar 20, 2024",josh d,0
the_autopsy_of_jane_doe,While conceptually interesting once it becomes clear what sort of horror tropes it will rely on most of the tension goes with it.  That said they do a good enough job setting the hook that it doesn't feel like a chore to stick around and see how it plays out.  The small cast is solid and the creepy ethereal beauty of  Jane Doe holds your attention while you are waiting to see when or if she will react.,"Mar 20, 2024",Steven W,3
the_autopsy_of_jane_doe,This movie was spine-tingling from beginning to end.  Story was well thought of and crafted.  Located in my top ten horrors of all time.  Movie is just that dam scary ir gave me nightmares.  AAAA+++++++,"Mar 18, 2024",Mike S,5
the_autopsy_of_jane_doe,Non-stop suspense and superb acting. The jump-scares didn't feel too cheap. The only thing I regret is discovering it so late. I've come across it here and there for years but always passed up on it until today.,"Feb 17, 2024",Devon F,5
the_autopsy_of_jane_doe,"Horror con altissimi livelli di tensione, specialmente nella prima parte con l'autopsia del corpo, eseguita molto bene e con perizia di dettagli; molto credibile nella sua esecuzione e nella serie di indizi trovati sul corpo della donna con tutti i suoi controsensi.
Come atteso poi la pellicola si sposta più sull'horror, pur mantenendo la volontà di incutere timore quasi solamente con l'uso dell'ansia e della tensione, utilizzando pochi scary jumps.
Nonostante questo naturalmente viene meno l'elemento più originale e meglio eseguito che è quello dell'autopsia, ripreso per qualche istante nel finale con un risultato meno felice.
Buon prodotto con un budget ridotto ma una location comunque ben costruita; poche sono le forzature che si limitano quasi solo al dover tenere i personaggi nel luogo previsto.","Feb 14, 2024",Andrea C,3
the_autopsy_of_jane_doe,"I love the buildup of the movie. Also love the sequence of events, so gooood. Wish they'd make a prequel or a sequel, it'd be perfect.","Feb 5, 2024",Tes M,5
the_autopsy_of_jane_doe,"It started off strong. Great idea, great special effects, nice pacing. It was suspenseful and had me keeping a close eye on everthing happening. But then it's suddenly just blatantly in your face. No more subtleties. 

(Spoilers) All of a sudden the corpses are up and walking around and trying to kill them. I expect to see subtle changes that grow more obvious and dangerous, like done in Autopsy Simulator but it was all just too sudden to feel creepy anymore. And then there was the trope of killing an innocent person that they mistake for a monster which is super overdone. I just feel a little disappointed because it could've been so much better.","Jan 25, 2024",Iris,2
the_autopsy_of_jane_doe,STANLEY DESERVED BETTER,"Jan 24, 2024",PhÃ©nix,1
the_autopsy_of_jane_doe,"An effectively creepy supernatural indie horror film that strikes a beautiful balance of subverting expectations and common haunting tropes, while using classic techniques to set up and produce well crafted scares. Brian Cox and Emile Hirsch give outstanding performances and really bring to life this character driven script and story, and the cinematography really highlight the great use of the single location. While there were a couple effects that were shoddy, and one particular death comes at a price of sensical logic, there are two aspects that make the horror work: A) not showing too much too soon and using clues and callbacks to indicate that something is there even when we don't see it; and B) where a more mainstream Hollywood horror film would have our characters doing detective work and research to figure out the lore so they can beat the curse in the end, this film tells a story where the answers as to what the evil is are answered, yet the ending-ending leaves the story open, unresolved, and therefore much more unsettling.","Jan 19, 2024",Alfred M,4
the_autopsy_of_jane_doe,Good first half but devolves into a generic monster movie.,"Jan 15, 2024",James L,3
the_autopsy_of_jane_doe,Movie is super freaky,"Jan 9, 2024",Gaming U,5
it_follows,Una pelicula que abordo uno de los temas de sexsualidad de los jovenes de una manera terrorífica.,"Apr 3, 2024",Miguel M,5
it_follows,Really disturbing with a lot of scares.,"Apr 3, 2024",Joshua F,4
it_follows,"This is how to do a horror movie. Creepy as hell. Half the fear is in your head, the rest is in your bed.","Mar 31, 2024",Jenna S,5
it_follows,"The ""shock values"" of the weird sex scenes and the incest portions of the movie weren't even that scary nor shocking. Just straight up bad writing, the acting seems pretty decent but this felt like it was created by someone who just wanted to make some weird psuedo-sex scene covered in 'liquids'","Mar 26, 2024",dishi t,0
it_follows,"I cannot even handle the new world we live in when you see the absolutely terrible lies being told by other Reviews or Critics. I came across this one by accident and I cannot believe how absolutely incredible this film is. I noticed a few stating to not waste your time and I am guessing that they did not and never finished the movie because I have now watched it many times and every person in my family has also seen it. I can say it could also be used as a tool for your kids if you know what I mean lol. I want to explain typical big horror movies have a budget ranging from 50-200 million dollars and this film was created with 1.3 that is one million three hundred thousand dollars. I posted below directly from wiki. So for some viewers to state it is garbage I would just ignore those and maybe they are just trying to hurt the movie because they are the same people who blew a massive budget filming something like VAN HELSING with a 160 million budget and produce utter trash so sending the workers to give these false reviews is not unlikely. I mean this era is very odd they also stated THE GALLOWS was to scary and it was a boring snooze fest but hey they have another one coming so I guess someone must have money to lose LOL. Do not miss this one it will likely go down in history as one of the best indie low budget films ever made and I am hopeful we get more from this creator soon!



It Follows received acclaim from critics, who praised its originality and Monroe's performance. It grossed $23.3 million worldwide against a $1.3 million budget. It has since achieved a cult following, with many calling it a modern horror classic.[4][5][6][7] In October 2023, a sequel entitled They Follow was announced to be in development[8] with filming due to begin in 2024.[9]","Mar 24, 2024",James H,5
it_follows,"This movie has an excellent premise, but fails to have anything controversial or concrete to say. Without delivery, without nuance, without dialogue, this movie becomes another pointless and unnecessary drag to the finish (ironically considering its runtime is a scant hour and forty minutes). Not entertaining enough, not disturbing enough, not horrific enough, not raunchy enough, this movie feels like an obnoxious and pretentious exercise of a writer's self-indulgence. I do not look forward to revisiting this movie.","Mar 22, 2024",samuel b,2
it_follows,Creepy as hell and disturbing.,"Mar 21, 2024",Lee H,5
it_follows,I watched this 4 times. Let's hope the sequel doesn't suck🤞,"Mar 15, 2024",Maxwell C,5
it_follows,Great movie. It was scary and just all round good. Maika monroe acted rlly well along with all the other actors in this film. It may not be for everyone but check it out cuz u never know,"Mar 10, 2024",Clayton C,5
it_follows,So dumb. Don't waste your time.,"Mar 9, 2024",Ben  B,1
it_follows,"Very Suspenseful, Also, the Movie is Very Scary!! Great Message for Teenagers Not to Have Pre-Martial Sex!!","Mar 9, 2024",Paul S,5
it_follows,"This movie disturbed me. I first saw it in theatres, and have since rewatched it a few times. A lot of criticism that I see for this movie is that it's slow and has no jump scares. Now, I am not someone who cares for gore or jump scares as I do not scare easily and they can be pretty predictable. Nor do I think that those make a good movie. I am much more interested in something that is psychological. So some criticisms for this movie I believe are more a matter of preferences. The plot is very original, and very creepy. And I think it is symbolic as well. There is a lot of mystery to the monster that you never end up figuring out, so a lot is left up to interpretation. It is quieter and slower paced than a traditional horror movie but that only adds to the creepiness. One criticism I read was about them stopping instead of running. But these are teenagers that are in high school and college from families that are not affluent, so they do not have an endless budget. They also do not know much about this monster, so they cannot really predict when it comes. I think overall this is a very good horror film with a unique plot.","Mar 6, 2024",Jane D,4
it_follows,"This is the only movie I almost walked out of the theater on. It was so boring and a pretentious metaphor for stds with a predictable plot. The character development was also nowhere to be found the entire film. It wasn't scary at all to me so I don't understand all the positive reviews for this ""horror"" film.","Mar 3, 2024",Trash P,0
it_follows,"Be careful, because no matter where you go, evil is not that far behind! After a night of sex ends badly, a young girl finds herself pursued by and unknown entity that won't stop until it kills her and everyone who bears its curse. An intimidating horror story that warns you of the dangers of unprotected sex and a strong sense of paranoia around every corner!","Feb 26, 2024",Alec C,5
it_follows,"This movie sucks, really bad","Feb 20, 2024",Lando G,1
it_follows,"I suppose the highest compliments you can bestow upon a movie is that you think about it a lot since watching it and are anxious to watch it again. This is one of those films where I went on YouTube afterwards to get different opinions analyzing it. It's rare to use adjectives like ""intelligent"" and ""thought-provoking"" when discussing a horror film, but this is thankfully not your average everyday slash-the-throats-of-blondes-in-bikinis horror film. In many ways it reminds me of the innocence of the first HALLOWEEN movie, including a musical score of which John Carpenter would be very proud. In other ways it reminds of THE WITCH in that mood and atmosphere prevail over guts and gore. The cast of unknowns is uniformly good, including Monroe in the title role, looking like a drugged Marcia Brady throughout. I think there's a lot going on under the surface here and is open to interpretation. This is a thinking person's horror film, and for that I am very grateful. I'm also looking forward to giving it a second viewing. - Jeff Marshall, Movie Blogger (Facebook)","Feb 11, 2024",J M,4
it_follows,One of the best horror/suspense films I've seen in the last decade,"Feb 11, 2024",Jeremy W,4
it_follows,"The story was okay, the scares were non existent, the characters had me rooting for the antagonist, and the less than entertaining story dragged on to squeeze every drop it could out of a good idea. The fact this movie was so loved makes me wonder why sorcerers apprentice was discontinued because of hyper critical public opinion.","Feb 10, 2024",Raincloud M,1
it_follows,The plot was a good one and it started very well but somehow I was expecting more.,"Jan 27, 2024",Nicolas,3
it_follows,"Great premise with a horrible execution. A lot of the movie is extremely unclear. What period are they in? How old are the kids supposed to be? Is there parental supervision or not? I ""get"" what the movie was going for but we have a bunch of protagonists who know something is constantly following them and yet randomly take breaks to party on the beach and drink. They have access to a car but don't continue trying to get away. Also, Maika Monroe is a terrible actress and is essentially the same character in everything she stars in. Hard pass.","Jan 27, 2024",Nadia V,2
the_babadook,"amazing film, everything was great, especially the lead actress","Apr 7, 2024",Kaden F,5
the_babadook,Art and Psychology combine to create a powerful and thrilling experience.  With solid directing and an underated acting performane by the lead actress. This is a must watch for horror fans in my opinion.,"Apr 6, 2024",Patrick F,5
the_babadook,"Beautiful actors but terrible movie. Why did they keep the babadook as a pet in the end? So many things unexplained. This movie was so cringey and left me confused, was scary but silly scary. Do not recommend for a romantic date night unless you want to make fun of this movie and be disappointed. Please do not watch this unless you want to be let down in the end 
-babadook😢😢","Apr 1, 2024",Eitan K,0
the_babadook,The story has an interesting setting but the ending was so meh... (SPOILERS) The babadook get locked in the basement and the moms feeds it once a while. The babadooks powers are still there I don't know why he's not using it on her. Other than that it was meh,"Mar 31, 2024",Nate C,2
the_babadook,"Saw the Babadook recently for the first time. Funny name, but a really good horror movie. With so many ghost and monster horror/thriller movies, no matter how scary it is, you can say that ghosts and monsters are not real, and it loses impact.  You can't do this with the Babadook.  Really well done multi-level film. Rotten Tomatos was spot on with 98%.  IMDb clearly only saw this movie at face value and didn't realize the other level, otherwise they would have rated it higher.","Mar 22, 2024",John L,5
the_babadook,"It's scary dude, I hate it and I just finished watching it, and it's so fucking scary","Mar 11, 2024",Evita Pramesti K,5
the_babadook,"Babababa dook dook dook...
This movie is highly realistic and scary at the same time. Its unsettling feeling makes for a great horror movie. Id recommend this amazing movie","Mar 11, 2024",Leandro T,4
the_babadook,"Genuinely chilling, terrifically acted, and profound, ""The Babadook"" (2014)  is a prime example of how to do so much with so little. Made with a measly $2 million, the movie perfectly portrays the effects of grief on a broken family and the consequences of bottling up our emotions rather than addressing them. The titular Babadook, allegorically utilized in this film as grief itself, is one of the most frightening antagonists ever put to screen, its stress-inducing screen time tricking the viewer into feeling as horrified and hopeless as our two protagonists and just as relieved as they were when their nightmare had concluded. Don't sleep on this movie if you are a fan of psychological horror flicks, but if you are easily scared, skip this one if you have any intention of falling asleep at all.","Mar 8, 2024",Landen R,4
the_babadook,The movie was great but the scene where the dog dies needs to change. The dog needs to always live,"Feb 25, 2024",Edmond i,2
the_babadook,"I try not to get too hyperbolic in my reviews, but not only is this one of the very best films of its year, it is also one of the best horror movies ever made. What most horror movies get wrong, this movie gets absolutely right, and the director should teach a master class on how to make a motion picture of this genre. This is more frightening and certainly more disturbing than a hundred Freddy Kruegers and Jason Voorheeses and Michael Myerses put together. The key to this movie's success is that that villain isn't the star of the show here - the mom is. And Davis gives a spellbinding performance that joins Toni Collette in HEREDITARY as one of the great horror movie performances of modern times. Heck, maybe even one of the great movie performances of modern times. Period. She deserved awards recognition. This is proof positive that what is left largely unseen and left to the viewer's imagination is scarier than buckets of blood and gore. And it's propelled by the simple idea of a mother protecting her son. My only minor regret is that I wish it had a bit more of a messy ending. But kudos to everyone involved for a mesmerizing and utterly spine-tingling ride.","Feb 11, 2024",Jeff M,4
the_babadook,"This film had a lot of potential to be a great movie- great acting, a scary enough antagonist, and an original storyline, but fell short when it came to execution. There were many plot holes, confusing scenes, and scenes that had nothing to do with moving the plot forward. In one scene, the main character is watching a romance movie. Missing her husband, she goes to her room to pleasure herself. This scene left me very confused. How did that affect the main characters in the long run? How did that drive the plot forward? In what way was that scene necessary? 
The scene where her husband returns is very confusing as well. Even though it was clearly the Babadook, it still was confusing nonetheless. 
There were many other unnecessarily confusing scenes in this movie, some of which should've been removed from the movie completely because it wouldn't have changed the storyline in any way. The ending was very bizarre. It would have been a lot more interesting if Samuel had actually killed his mother and he had to live with the neighbor instead of the mother being completely executed. All in all, this movie wasn't the worst horror movie I've ever seen, but it did not meet my expectations.","Feb 9, 2024",Shea B,2
the_babadook,This is one of those movies that has so much potential and few things they did right that is scary. But then the bad cgi and some of the other horror elements were so bad and more comical than scary just really takes you out of it. If they had a proper budget and director this probably could have been a great horror movie.,"Feb 8, 2024",bob j,2
the_babadook,"I do not understand how this movie has such high ratings. It fails horribly as a horror movie. The incessant screaming of the boy throughout the beginning of the film serves as adequate birth control. I feel that this had potential, but was poorly executed. I would recommend avoiding if possible.","Feb 2, 2024",bramakebat,2
the_babadook,"Watched this movie for the first time with the attitude that modern horror had lost it's touch, and this movie proved me wrong on so many levels, first of all, it's TERRIFYING, I don't have nightmares often but this movie just ticks all the boxes for high quality nightmare fuel, secondly the themes and metaphor this movie represents as a whole makes it a whole different experience rewatching the movie after you realise what the babadook represents

If I have one nitpick about this movie it's that in my opinion some of the lines delivered during very intense scenes seemed a little too over the top making them feel a bit goofy and unfitting but I think that's more of a personal thing due to my sense of humour and honestly it balances out cause some of those lines send chills down my spine every time I hear them

This movie will stay with you forever, you really can't get rid of the babadook","Jan 26, 2024",John R,4
the_babadook,Not bad not excellent. The acting was solid and the directing regular. The problem is with the plot that is pretty predictable. I also do not understand the symbolism between the demon and the troubled family/absent father.,"Jan 16, 2024",Mortal,3
the_babadook,"The story line didn't really fit with the babadook in the movie, the cgi throughout the entire movie was not good at all, the movie wasn't scary at all the only thing that made the movie feel scary was the background sound effects.","Jan 15, 2024",Juan David G,0
the_babadook,less good on second viewing,"Jan 13, 2024",Kris I,3
the_babadook,"Absolutely amazing, unique, and great acting. The 1 star reviews are those who still enjoy the Conjuring movies","Jan 4, 2024",Convict G,5
the_babadook,"Such a horrible movie. I'd give it 0 if it wasn't for the lead actress who is actually really good and convincing, she's the only reason I suffered through the movie. I'd recommend watching this movie only to see her performance","Dec 27, 2023",Taara B,0
the_babadook,the scary part is that overacting,"Dec 26, 2023",nikos adonis p,1
insidious,"A slow burning but effective horror. It doesn't sell itself hard at all but it gets its point across and is very intense. Simple enough plot to not have to strain the mind, but told well enough to evoke a sense of eagerness from the audience. Rose Byrne and Patrick Wilson are both incredibly convincing and the camera angles and shots are one of the best parts of the film.","Feb 25, 2024",James E,4
insidious,"For a PG-13 rating this movie sure has some great scares and shock moments. The sci-fi/otherworld dimension was kinda weird but I didn't mind. I'll give like a 7-8/10.
Overall I recommend.","Feb 24, 2024",Dev N,4
insidious,"After watching the movie, 'Insidious' I was convinced they took the themes of astral projection, demons and dreams from the novel 'The Demon Revels', which came out some years earlier and told a much more believable and chilling story. 
I was further convinced they were 'inspired' more by 'The Demon Revels' when I learnt  a character in the last follow up to 'Insidious', 'The Red Door', was in a coma as is a character in 'The Demon Revels'.","Feb 16, 2024",Nick S,3
insidious,"This movie relies way too much on jumpscares. This is the kind of horror movie you put on when you have a bunch of horror normies who are looking for a quick and easy ""horror"" movie.","Feb 11, 2024",Alex C,3
insidious,An over reliance on jump scares and unsatisfying conclusion dampen what is otherwise a great horror movie that shows how  to use sound and camera angles to install dread into the viewer.,"Jan 23, 2024",Robbie O,4
insidious,Worth the ride but the set-up for the inevitable sequel at the end limits its ability to linger after viewing.,"Jan 22, 2024",John F,3
insidious,"Suspension of disbelief is a requirement and the inevitable sequels probably aren't as good, but this is a fun/ occasionally scary haunted house/ ghost story.  Lin Shaye's performance as Elise (with her two nerdy assistants) really helped the film level up.  As for Byrne and Wilson, they both make for good eye candy which (in all honesty) doesn't hurt.  Overall a fun flick to watch late at night with some buttered popcorn.","Dec 8, 2023",Rob A,3
insidious,"Maybe 19 in my top 20 favourite horror movies. It's good, but not great. 3.5/5","Nov 21, 2023",Cayden P,3
insidious,"""Insidious"" is a spine-chilling horror film that manages to breathe new life into the genre. Directed by James Wan, the mastermind behind ""Saw"" and ""The Conjuring,"" this supernatural thriller takes viewers on a terrifying journey into the unknown, leaving them gasping for breath and clutching their seats in anticipation.

What sets ""Insidious"" apart from other horror movies is its ability to seamlessly blend psychological terror with jump scares. Rather than relying solely on blood and gore, the film taps into our deepest fears, exploiting the vulnerability of the human psyche. It's the subtle creaks, distant whispers, and flickering shadows that leave a lasting impression, haunting viewers long after the credits roll.

The film's visual aesthetics deserve special mention. From the dimly lit corridors to the eerie attic, every frame is meticulously crafted to create an atmosphere of dread and apprehension. The sinister red and black color palette further accentuates the impending danger lurking around every corner. Wan's expertise in building tension is on full display here, as he masterfully employs long, lingering shots to heighten the audience's sense of unease.

In conclusion, ""Insidious"" is a well-crafted and genuinely terrifying horror movie that transcends the conventional tropes of the genre. James Wan's masterful direction, coupled with a talented cast, creates an intense and suspenseful experience that will keep you on the edge of your seat. If you're in the mood for a heart-pounding journey into the realm of the supernatural, ""Insidious"" is a must-watch. Just make sure to leave the lights on afterwards.","Nov 11, 2023",matthias s,4
insidious,"Great use of sound to instill horror, also a great use of camera angles to instill anxiety, new idea with astral projection but the look of the demon ruins any scare factor.","Nov 9, 2023",Guy P,3
insidious,"🍅 8.0/10 


Scary for a PG-13 horror film with some good jump scares super entertaining though dose have some odd choices especially by the end. Grade A-","Nov 8, 2023",Gorptholemew  T,4
insidious,"Great story, very suspenseful. Awesome series! 👌","Nov 7, 2023",John M,5
insidious,Overall I enjoyed my time watching the film. Elise is the star and deserved more screen time. The mask whispering scene is the best scene in the film.,"Nov 5, 2023",Evan N,2
insidious,"Solid horror, but the movie lacks that spark of originality that makes it stand out. The jump scares were incredibly well done though.","Oct 21, 2023",Laura D,2
insidious,"It was a really fun movie to watch, a lot of the jumpscares got me, and this movie was the best one in the franchise in my opinion.","Oct 19, 2023",AIDEN M,4
insidious,Easily my favorite scary/horror movie. It's perfect honestly. I wish I could watch it for the first time again. Truly a classic that raised the bar for all horror movies.,"Sep 30, 2023",seson,5
insidious,"The beginning was interesting, but the film starts to fall apart completely. I found the thing about the soul leaving the body and everything interesting, but I was completely discouraged when the creatures started to appear, they weren't scary at all and they looked more like clowns than ""monsters"".
At least the film has small scares, but they are only in a few moments.","Sep 22, 2023",Carlos Eduardo M,2
insidious,"Amazing and original storyline, genuinely very scary, and amazing acting. Highly recommend.","Sep 19, 2023",Tasso D,5
insidious,A new horror franchise is born.,"Sep 18, 2023",Emilliano Jr S,3
insidious,"I had a tight bladder throughout this movie; legs were squeezed, butt was clenched, stomach curling up from how bad I wanted to pee. This movie nearly made me pee my pants, one more jump scare and I would've had soggy pants for the night.","Sep 13, 2023",Laver G,5
it_2017,"Una hermosa pelicula de terror que vi de niño, nunca olvidare los sustos.","Apr 3, 2024",Miguel M,4
it_2017,"This is a good remake but it cannot be defined as completely horror as it is more disturbing. The story has remained unchanged compared to the original, only towards the end you can notice some small additions. The characters are well written and characterised.","Apr 3, 2024",Alessandro Ramon T,3
it_2017,"Plenty of gory effects, but somehow this doesn't work for me.","Mar 31, 2024",T F,2
it_2017,There were parts I liked but I feel like I didn't get to know some of the characters as much as I would've liked and it felt way too short. However I'm very picky with movies and I know this is a very popular opinion therefore this is my own opinion on it.,"Mar 30, 2024",olive r,2
it_2017,"Really solid adaptation does the King novel stylish justice, bringing Pennywise to the screen for the modern era. The cast is charming, the clown is creepy and the care for the source material is palpable. It never slouches on the terror, but It’s not too scary either. One of the 2010’s flagship horror films!","Mar 28, 2024",Reviewer not found,4
it_2017,"This movie blew my mind.  Possible the best horror movie I have seen in the longest time.  The comedy was great, the children nailed their roles.  Pennywise was so good, you could tell he had fun in the role.  The part with the dancing clown I though was stupid, but aside from that this was a solid horror movie.","Mar 24, 2024",Chadd J,4
